w,x,y,motor1,motor2
1000.0,0.46,0.41,-0.993103043063,0.0466788751318
1000.0,0.47,0.41,-0.997365750751,0.0425547471687
1000.0,0.48,0.41,-0.998959469493,0.0409562867271
1000.0,0.49,0.41,-0.999514157124,0.0402775070284
1000.0,0.5,0.41,-0.999571390046,0.0398573443351
1000.0,0.51,0.41,-0.999187547034,0.0392895218855
1000.0,0.52,0.41,-0.998015490325,0.0380321997386
1000.0,0.53,0.41,-0.994963222922,0.0348770545671
1000.0,0.54,0.41,-0.987078004524,0.0266986222656
1000.0,0.55,0.41,-0.966740390422,0.005411588069
1000.0,0.56,0.41,-0.916175867445,-0.0480571102354
1000.0,0.57,0.41,-0.803709570222,-0.168308013389
1000.0,0.58,0.41,-0.607350093076,-0.380985400209
1000.0,0.59,0.41,-0.37704507583,-0.634867812281
1000.0,0.6,0.41,-0.207700512116,-0.827359431822
1000.0,0.61,0.41,-0.1241332932,-0.929044013365
1000.0,0.62,0.41,-0.0943942806717,-0.972720373332
1000.0,0.63,0.41,-0.0890273236073,-0.989795199042
1000.0,0.64,0.41,-0.0933053697376,-0.996222434453
1000.0,0.65,0.41,-0.101205382689,-0.998607113288
1000.0,0.35,0.42,0.0989978437031,0.999116280185
1000.0,0.36,0.42,0.0873048396608,0.99760155409
1000.0,0.37,0.42,0.0727717020126,0.993507916251
1000.0,0.38,0.42,0.050754527716,0.982553166375
1000.0,0.39,0.42,0.00972651396265,0.953995007232
1000.0,0.4,0.42,-0.0751760535846,0.884361139077
1000.0,0.41,0.42,-0.239742384854,0.739086332977
1000.0,0.42,0.42,-0.484999852384,0.514999820658
1000.0,0.43,0.42,-0.725296084279,0.291237020725
1000.0,0.44,0.42,-0.878587592606,0.146600947301
1000.0,0.45,0.42,-0.951141486207,0.0773839441016
1000.0,0.46,0.42,-0.980775605691,0.0488105203954
1000.0,0.47,0.42,-0.992335152823,0.0375114755064
1000.0,0.48,0.42,-0.996838167719,0.0329380529783
1000.0,0.49,0.42,-0.998474307803,0.0308867973898
1000.0,0.5,0.42,-0.998637719994,0.0295600841667
1000.0,0.51,0.42,-0.997450464379,0.0277953931043
1000.0,0.52,0.42,-0.993980532799,0.0240899567418
1000.0,0.53,0.42,-0.985407664135,0.015301306702
1000.0,0.54,0.42,-0.964355635682,-0.00633776822433
1000.0,0.55,0.42,-0.913295189962,-0.0593016781704
1000.0,0.56,0.42,-0.800395123955,-0.177668248746
1000.0,0.57,0.42,-0.602901037478,-0.38735862001
1000.0,0.58,0.42,-0.37055590706,-0.638378616308
1000.0,0.59,0.42,-0.199386583055,-0.82899142362
1000.0,0.6,0.42,-0.11482224383,-0.929719021515
1000.0,0.61,0.42,-0.0846575662155,-0.972981595934
1000.0,0.62,0.42,-0.0791255509435,-0.989893204425
1000.0,0.63,0.42,-0.083341700926,-0.996258746915
1000.0,0.64,0.42,-0.0912187762834,-0.998620505608
1000.0,0.65,0.42,-0.100443811219,-0.999492082584
1000.0,0.35,0.43,0.0996311149829,0.999671356515
1000.0,0.36,0.43,0.0890069526478,0.999107167147
1000.0,0.37,0.43,0.0773295360112,0.99757679765
1000.0,0.38,0.43,0.0628382629418,0.993440642257
1000.0,0.39,0.43,0.0409308922166,0.982370042939
1000.0,0.4,0.43,0.000175323260876,0.953496891065
1000.0,0.41,0.43,-0.0841128230176,0.883047303032
1000.0,0.42,0.43,-0.247396256782,0.73606885734
1000.0,0.43,0.43,-0.489998906326,0.509998670892
1000.0,0.44,0.43,-0.726088860163,0.285767527673
1000.0,0.45,0.43,-0.875854832862,0.141638818782
1000.0,0.46,0.43,-0.947333614996,0.0720630706433
1000.0,0.47,0.43,-0.977675076347,0.0421038280209
1000.0,0.48,0.43,-0.99029761862,0.0291125029154
1000.0,0.49,0.43,-0.995148642967,0.0228667524562
1000.0,0.5,0.43,-0.995616003231,0.0186281144657
1000.0,0.51,0.43,-0.991911511962,0.0130865673258
1000.0,0.52,0.43,-0.981630341666,0.00214507296358
1000.0,0.53,0.43,-0.958024743943,-0.0218678759861
1000.0,0.54,0.43,-0.90502590575,-0.0758799958648
1000.0,0.55,0.43,-0.79241914903,-0.191721230882
1000.0,0.56,0.43,-0.59657306548,-0.395648322127
1000.0,0.57,0.43,-0.364066385232,-0.641888892497
1000.0,0.58,0.43,-0.191274876415,-0.830411584224
1000.0,0.59,0.43,-0.105576644745,-0.93032467399
1000.0,0.6,0.43,-0.0749329068894,-0.973229880447
1000.0,0.61,0.43,-0.0692253809475,-0.989989461439
1000.0,0.62,0.43,-0.0733781971182,-0.996294873614
1000.0,0.63,0.43,-0.08123218296,-0.998633881523
1000.0,0.64,0.43,-0.090448743048,-0.999497012326
1000.0,0.65,0.43,-0.100163319831,-0.999814903834
1000.0,0.35,0.44,0.0998642664805,0.999877838543
1000.0,0.36,0.44,0.0896344672041,0.999667998783
1000.0,0.37,0.44,0.0790160252774,0.999098013448
1000.0,0.38,0.44,0.0673537717465,0.997551593843
1000.0,0.39,0.44,0.052900391407,0.993369159656
1000.0,0.4,0.44,0.0310737565786,0.982155050575
1000.0,0.41,0.44,-0.00956876404203,0.952813764738
1000.0,0.42,0.44,-0.0938141928578,0.8809923895
1000.0,0.43,0.44,-0.256616900033,0.73151341063
1000.0,0.44,0.44,-0.494991773529,0.504989999755
1000.0,0.45,0.44,-0.722154389694,0.28500792499
1000.0,0.46,0.44,-0.86616161576,0.143646210147
1000.0,0.47,0.44,-0.938255138906,0.0717455560959
1000.0,0.48,0.44,-0.971543098012,0.0369927934682
1000.0,0.49,0.44,-0.985256062882,0.0188379810893
1000.0,0.5,0.44,-0.986539141181,0.0059253988632
1000.0,0.51,0.44,-0.975584002331,-0.0106103825016
1000.0,0.52,0.44,-0.946959976838,-0.0410188304794
1000.0,0.53,0.44,-0.887653529963,-0.100943932223
1000.0,0.54,0.44,-0.773699197932,-0.216209801823
1000.0,0.55,0.44,-0.58443556913,-0.409691983927
1000.0,0.56,0.44,-0.357574195178,-0.64539517712
1000.0,0.57,0.44,-0.184234448873,-0.830735002162
1000.0,0.58,0.44,-0.096770242273,-0.930475312547
1000.0,0.59,0.44,-0.0653094507296,-0.973371976281
1000.0,0.6,0.44,-0.0593419462631,-0.990067899462
1000.0,0.61,0.44,-0.0634168366902,-0.996328667512
1000.0,0.62,0.44,-0.071245805768,-0.998647009405
1000.0,0.63,0.44,-0.0804536910126,-0.99950191921
1000.0,0.64,0.44,-0.0901651347617,-0.999816715974
1000.0,0.65,0.44,-0.100060088565,-0.999932566315
1000.0,0.35,0.45,0.0999500640134,0.999954600107
1000.0,0.36,0.45,0.0898655016607,0.999876597306
1000.0,0.37,0.45,0.0796377865104,0.999664590444
1000.0,0.38,0.45,0.0690246189813,0.999088355588
1000.0,0.39,0.45,0.0573732761829,0.997521756555
1000.0,0.4,0.45,0.0429260868547,0.993262379824
1000.0,0.41,0.45,0.0209964842247,0.981725816888
1000.0,0.42,0.45,-0.0203173036661,0.951143728432
1000.0,0.43,0.45,-0.106609550269,0.8758594456
1000.0,0.44,0.45,-0.270576071772,0.722159054218
1000.0,0.45,0.45,-0.499935919827,0.499922080531
1000.0,0.46,0.45,-0.711118411966,0.291317435858
1000.0,0.47,0.45,-0.84941888111,0.151997725382
1000.0,0.48,0.45,-0.92502753405,0.0716922098115
1000.0,0.49,0.45,-0.959400844424,0.0245618857366
1000.0,0.5,0.45,-0.962555411842,-0.0109281504101
1000.0,0.51,0.45,-0.933936600805,-0.054962478813
1000.0,0.52,0.45,-0.865457400754,-0.127971229638
1000.0,0.53,0.45,-0.744593178906,-0.24962755576
1000.0,0.54,0.45,-0.563539776711,-0.431914256465
1000.0,0.55,0.45,-0.351060996695,-0.648870014803
1000.0,0.56,0.45,-0.180545250504,-0.827709421102
1000.0,0.57,0.45,-0.0897910622026,-0.92877682021
1000.0,0.58,0.45,-0.0562258870427,-0.972960228759
1000.0,0.59,0.45,-0.0495710151917,-0.990029188199
1000.0,0.6,0.45,-0.0534734939032,-0.996343322409
1000.0,0.61,0.45,-0.0612617034737,-0.99865762622
1000.0,0.62,0.45,-0.0704588609061,-0.999506550722
1000.0,0.63,0.45,-0.0801669631326,-0.999818499593
1000.0,0.64,0.45,-0.0900607548061,-0.999933229511
1000.0,0.65,0.45,-0.100022105275,-0.999975435994
1000.0,0.35,0.46,0.0999816333102,0.999983126311
1000.0,0.36,0.46,0.0899505271512,0.999954131482
1000.0,0.37,0.46,0.0798667272651,0.999875291985
1000.0,0.38,0.46,0.0696407410791,0.999660684862
1000.0,0.39,0.46,0.0590292572897,0.999074491061
1000.0,0.4,0.46,0.0473617387392,0.997460698025
1000.0,0.41,0.46,0.0327619202959,0.992966346264
1000.0,0.42,0.46,0.0100190133929,0.980394396814
1000.0,0.43,0.46,-0.0342062538488,0.946287952442
1000.0,0.44,0.46,-0.126391440429,0.863495936501
1000.0,0.45,0.46,-0.291411955951,0.705322133675
1000.0,0.46,0.46,-0.504483615395,0.494371911008
1000.0,0.47,0.46,-0.697251666709,0.298041909909
1000.0,0.48,0.46,-0.831371561055,0.151906183729
1000.0,0.49,0.46,-0.902156599477,0.0491219775074
1000.0,0.5,0.46,-0.908516099941,-0.0355567659968
1000.0,0.51,0.46,-0.846699363476,-0.135108497112
1000.0,0.52,0.46,-0.7185179586,-0.274256628261
1000.0,0.53,0.46,-0.539977765262,-0.454674763346
1000.0,0.54,0.46,-0.344376834312,-0.652088784783
1000.0,0.55,0.46,-0.182047649642,-0.819590425825
1000.0,0.56,0.46,-0.0871156796859,-0.922821182403
1000.0,0.57,0.46,-0.0488820992142,-0.970801131926
1000.0,0.58,0.46,-0.0402719439878,-0.989508518901
1000.0,0.59,0.46,-0.0436262680472,-0.99625765288
1000.0,0.6,0.46,-0.0512928728096,-0.99865169071
1000.0,0.61,0.46,-0.060465913327,-0.999508936759
1000.0,0.62,0.46,-0.0701689522926,-0.999820011624
1000.0,0.63,0.46,-0.0800614206549,-0.99993385557
1000.0,0.64,0.46,-0.0900223444338,-0.999975672466
1000.0,0.65,0.46,-0.100008129363,-0.999991050728
1000.0,0.35,0.47,0.0999932549905,0.999993718814
1000.0,0.36,0.47,0.089981830882,0.999982924354
1000.0,0.37,0.47,0.0799510407874,0.999953559284
1000.0,0.38,0.47,0.0698678535306,0.999873474223
1000.0,0.39,0.47,0.0596413730179,0.999653371539
1000.0,0.4,0.47,0.0490137509442,0.999037620824
1000.0,0.41,0.47,0.0372249041941,0.997265864324
1000.0,0.42,0.47,0.0220035003677,0.992044316344
1000.0,0.43,0.47,-0.0030622622957,0.976826451101
1000.0,0.44,0.47,-0.0531433785075,0.935897154207
1000.0,0.45,0.47,-0.152365727872,0.843601913267
1000.0,0.46,0.47,-0.312667952496,0.685234896262
1000.0,0.47,0.47,-0.505919738696,0.485035656426
1000.0,0.48,0.47,-0.682075474446,0.28384157911
1000.0,0.49,0.47,-0.795138499082,0.101262130287
1000.0,0.5,0.47,-0.804682268652,-0.0712975088983
1000.0,0.51,0.47,-0.699858642312,-0.257717602749
1000.0,0.52,0.47,-0.522712569636,-0.460275629813
1000.0,0.53,0.47,-0.336347785043,-0.653291939023
1000.0,0.54,0.47,-0.184693004962,-0.809599656315
1000.0,0.55,0.47,-0.0886855908683,-0.912549331899
1000.0,0.56,0.47,-0.0444792135057,-0.965677423576
1000.0,0.57,0.47,-0.0321124275258,-0.987821673605
1000.0,0.58,0.47,-0.0340878590042,-0.995847628441
1000.0,0.59,0.47,-0.0413871063907,-0.998576285951
1000.0,0.6,0.47,-0.0504827522715,-0.999499268446
1000.0,0.61,0.47,-0.060171990415,-0.999819696754
1000.0,0.62,0.47,-0.0700621022332,-0.999934192457
1000.0,0.63,0.47,-0.0800225471365,-0.999975846502
1000.0,0.64,0.47,-0.0900081995831,-0.99999111919
1000.0,0.65,0.47,-0.100002982833,-0.999996733257
1000.0,0.35,0.48,0.0999975508282,0.999997633292
1000.0,0.36,0.48,0.0899934039151,0.999993565532
1000.0,0.37,0.48,0.0799822241206,0.999982493562
1000.0,0.38,0.48,0.0699519590259,0.999952229564
1000.0,0.39,0.48,0.0598689704052,0.999868435234
1000.0,0.4,0.48,0.049634680188,0.999629565183
1000.0,0.41,0.48,0.0389427506305,0.99891722391
1000.0,0.42,0.48,0.0268195489313,0.996709579058
1000.0,0.43,0.48,0.0103405451232,0.989901257299
1000.0,0.44,0.48,-0.0180259008013,0.970366889895
1000.0,0.45,0.48,-0.0729467867677,0.921835371123
1000.0,0.46,0.48,-0.171541134476,0.823663003141
1000.0,0.47,0.48,-0.3170330449,0.665114653855
1000.0,0.48,0.48,-0.485857148143,0.449532364559
1000.0,0.49,0.48,-0.619093551687,0.183048525286
1000.0,0.5,0.48,-0.627984432861,-0.117744444262
1000.0,0.51,0.48,-0.495221758112,-0.408479230288
1000.0,0.52,0.48,-0.318856558291,-0.640304751838
1000.0,0.53,0.48,-0.177276580787,-0.801041884387
1000.0,0.54,0.48,-0.0869232956072,-0.902503271895
1000.0,0.55,0.48,-0.0409043733777,-0.958639337311
1000.0,0.56,0.48,-0.025052242235,-0.984650901681
1000.0,0.57,0.48,-0.025036593632,-0.994813406802
1000.0,0.58,0.48,-0.0316192902455,-0.99831503652
1000.0,0.59,0.48,-0.0405266959506,-0.99944605414
1000.0,0.6,0.48,-0.0501781913795,-0.999810543682
1000.0,0.61,0.48,-0.0600625887945,-0.999932718897
1000.0,0.62,0.48,-0.0700224735325,-0.999975571466
1000.0,0.63,0.48,-0.0800081436622,-0.999991047786
1000.0,0.64,0.48,-0.0900029593207,-0.999996709641
1000.0,0.65,0.48,-0.100001076034,-0.999998789752
1000.0,0.35,0.49,0.0999991865674,0.999999029388
1000.0,0.36,0.49,0.0899978140176,0.999997360989
1000.0,0.37,0.49,0.0799941204729,0.999992817631
1000.0,0.38,0.49,0.0699841253498,0.999980374405
1000.0,0.39,0.49,0.0599566070324,0.999945700244
1000.0,0.4,0.49,0.0498778604483,0.999845271798
1000.0,0.41,0.49,0.0396391207752,0.99953707955
1000.0,0.42,0.49,0.028881016869,0.998546012541
1000.0,0.43,0.49,0.0164884177882,0.995374204901
1000.0,0.44,0.49,-0.000520559432614,0.985921328024
1000.0,0.45,0.49,-0.0284765042006,0.961084722598
1000.0,0.46,0.49,-0.0769905997742,0.905305769333
1000.0,0.47,0.49,-0.154550945672,0.797137227194
1000.0,0.48,0.49,-0.259065273472,0.604257305874
1000.0,0.49,0.49,-0.354404445541,0.278406943055
1000.0,0.5,0.49,-0.353641383341,-0.162890709106
1000.0,0.51,0.49,-0.246543136191,-0.545045990553
1000.0,0.52,0.49,-0.135379022634,-0.770835265165
1000.0,0.53,0.49,-0.0649181218605,-0.888733017551
1000.0,0.54,0.49,-0.0289451750711,-0.94986809661
1000.0,0.55,0.49,-0.0156920262178,-0.979806389799
1000.0,0.56,0.49,-0.0155810654026,-0.992761657674
1000.0,0.57,0.49,-0.0218065764705,-0.997630080305
1000.0,0.58,0.49,-0.0305599113564,-0.999255940064
1000.0,0.59,0.49,-0.0401758033826,-0.999763187215
1000.0,0.6,0.49,-0.0500579446562,-0.999920854729
1000.0,0.61,0.49,-0.0600200489082,-0.999972225897
1000.0,0.62,0.49,-0.0700071429819,-0.999989961691
1000.0,0.63,0.49,-0.0800025763119,-0.999996326299
1000.0,0.64,0.49,-0.0900009327233,-0.999998650177
1000.0,0.65,0.49,-0.100000337942,-0.999999503544
1000.0,0.35,0.5,0.0999999388168,0.999999388168
1000.0,0.36,0.5,0.0899998502798,0.999998336438
1000.0,0.37,0.5,0.079999637749,0.999995471831
1000.0,0.38,0.5,0.0699991334226,0.999987620082
1000.0,0.39,0.5,0.0599979411581,0.999965684027
1000.0,0.4,0.5,0.0499950882549,0.99990174861
1000.0,0.41,0.5,0.0399881411321,0.9997033761
1000.0,0.42,0.5,0.0299717486892,0.999056730781
1000.0,0.43,0.5,0.0199395527219,0.996959720876
1000.0,0.44,0.5,0.00990880333342,0.990623181604
1000.0,0.45,0.5,1.63414029537e-05,0.973604050053
1000.0,0.46,0.5,-0.0092480408676,0.933633223251
1000.0,0.47,0.5,-0.0165916481007,0.849195216737
1000.0,0.48,0.5,-0.0189553630354,0.676598972662
1000.0,0.49,0.5,-0.0106065121374,0.334319251212
1000.0,0.5,0.5,0.00874828808454,-0.174965761691
1000.0,0.51,0.5,0.0227690185013,-0.597201595255
1000.0,0.52,0.5,0.0240113135134,-0.815634412416
1000.0,0.53,0.5,0.018195892365,-0.915953618808
