m1,m2,dm1,dm2,v1,v2,a1,a2
0.89,0.57,-0.105758738398,0.20932667502,-0.000846685272497,0.00260582932426,-0.00040360909716,-0.000131140545239
0.9,0.57,-0.114803823369,0.206387748759,-0.000568658289868,0.00175015025699,-0.000342894311769,-0.000111413115619
0.91,0.57,-0.123848908341,0.203448822498,-0.00031264631037,0.000962226402383,-0.000228007787579,-7.40842210788e-05
0.92,0.57,-0.132893993313,0.200509896236,-0.000140650098387,0.000432876492306,-0.000120337217189,-3.90999320544e-05
0.93,0.57,-0.141939078285,0.197570969975,-5.17744161397e-05,0.0001593452682,-5.08359410008e-05,-1.65175985077e-05
0.94,0.57,-0.150984163257,0.194632043713,-1.55980943851e-05,4.80059983004e-05,-1.72853232981e-05,-5.61634199531e-06
0.95,0.57,-0.160029248229,0.191693117452,-3.84675831925e-06,1.18391047506e-05,-4.74868488865e-06,-1.54294125153e-06
0.96,0.57,-0.169074333201,0.18875419119,-7.76663757038e-07,2.39032525896e-06,-1.05685235661e-06,-3.43392146672e-07
0.97,0.57,-0.178119418172,0.185815264929,-1.2838223661e-07,3.95119896079e-07,-1.90911363555e-07,-6.20308622536e-08
0.98,0.57,-0.187164503144,0.182876338667,-1.73746598193e-08,5.347370449e-08,-2.8031398683e-08,-9.10795354507e-09
0.99,0.57,-0.196209588116,0.179937412406,-1.9251673911e-09,5.9250559859e-09,-3.34910713926e-09,-1.08819087434e-09
0.0,0.58,0.161170779166,-0.191322211566,3.92126218682e-11,-1.20684040773e-10,4.90315832321e-11,1.59313271296e-11
0.01,0.58,0.152125694194,-0.194261137828,4.32247646021e-10,-1.33032146414e-09,4.85893009124e-10,1.57876208926e-10
0.02,0.58,0.143080609222,-0.197200064089,3.90104074656e-09,-1.20061688835e-08,3.89250835019e-09,1.26475263073e-09
0.03,0.58,0.134035524251,-0.200138990351,2.8825003936e-08,-8.87142400728e-08,2.5121499509e-08,8.16246998938e-09
0.04,0.58,0.124990439279,-0.203077916612,1.7438093587e-07,-5.36689335523e-07,1.29952596563e-07,4.22241581999e-08
0.05,0.58,0.115945354307,-0.206016842874,8.63710298745e-07,-2.65822696734e-06,5.34573927696e-07,1.73693598201e-07
0.06,0.58,0.106900269335,-0.208955769135,3.50245385117e-06,-1.07794445575e-05,1.72542156526e-06,5.60623450855e-07
0.07,0.58,0.0978551843627,-0.211894695397,1.16279007283e-05,-3.57869986436e-05,4.25973095987e-06,1.38407048949e-06
0.08,0.58,0.0888100993896,-0.214833621659,3.16035302906e-05,-9.72656648951e-05,7.58617187965e-06,2.46489666242e-06
0.09,0.58,0.079765014413,-0.217772547921,7.03160547441e-05,-0.000216410564113,7.99822391821e-06,2.59878048363e-06
0.1,0.58,0.0707199294213,-0.220711474185,0.000128072838285,-0.000394167666162,-1.60710646669e-06,-5.22180559507e-07
0.11,0.58,0.0616748443662,-0.223650400453,0.000190978760738,-0.000587772189209,-2.6516164233e-05,-8.61562410088e-06
0.12,0.58,0.0526297590455,-0.226589326718,0.000233193573759,-0.000717696029769,-6.18286340762e-05,-2.0089341285e-05
0.13,0.58,0.0435846726128,-0.229528252907,0.000233193570219,-0.000717696040666,-9.12798498776e-05,-2.96586218958e-05
0.14,0.58,0.0345395815243,-0.232467178491,0.000190978745005,-0.00058777223763,-9.88752336622e-05,-3.21265123256e-05
0.15,0.58,0.0254944709448,-0.23540610035,0.000128072793536,-0.000394167803884,-8.24819950408e-05,-2.68000251385e-05
0.16,0.58,0.0164492787539,-0.238345001631,7.03159518027e-05,-0.000216410880934,-5.41658226323e-05,-1.75995350264e-05
0.17,0.58,0.00740374478652,-0.241283795853,3.16033365395e-05,-9.72662611997e-05,-2.83362268984e-05,-9.20696801314e-06
0.18,0.58,-0.0016432206298,-0.244222054248,1.16276021747e-05,-3.5787917497e-05,-1.18944000417e-05,-3.86465377467e-06
0.19,0.58,-0.010696181039,-0.247157702317,3.50207719904e-06,-1.07806037735e-05,-4.02522195515e-06,-1.30775331661e-06
0.2,0.58,-0.01977423905,-0.250080888834,8.63321253915e-07,-2.65942432421e-06,-1.10190313788e-06,-3.57873557695e-07
0.21,0.58,-0.0289571903877,-0.252945578148,1.74051932786e-07,-5.37701902899e-07,-2.44691501975e-07,-7.93457605452e-08
0.22,0.58,-0.0385754762947,-0.255540769187,2.85972104017e-08,-8.94153164833e-08,-4.42457301422e-08,-1.42472991274e-08
0.23,0.58,-0.0499489429389,-0.256940051688,3.77191170708e-09,-1.24035872025e-08,-6.5826709858e-09,-2.05510985621e-09
0.24,0.58,-0.0676268861208,-0.253625646675,3.7231719423e-10,-1.514768429e-09,-8.3706321793e-10,-2.28199753658e-10
0.25,0.58,-0.100304315121,-0.237802256743,1.64400392515e-11,-1.90770843391e-10,-1.03252419416e-10,-1.50446281709e-11
0.26,0.58,-0.142185669917,-0.211500650364,-4.1721837707e-12,-3.07679323928e-11,-1.56752420805e-11,1.2449609286e-12
0.27,0.58,-0.170661889957,-0.193061594749,-1.62742700732e-12,-6.09886378596e-12,-3.09467681654e-12,7.56974656295e-13
0.28,0.58,-0.186103206054,-0.184591319639,-3.67498733422e-13,-1.18532059644e-12,-6.33283836236e-13,1.92668298168e-13
0.29,0.58,-0.196815883249,-0.180106026532,-6.38919241948e-14,-1.98851524265e-13,-1.13665613953e-13,3.63687909172e-14
0.3,0.58,-0.20626787741,-0.176764773667,-8.96958002783e-15,-2.76793638433e-14,-1.6932685494e-14,5.48197586451e-15
0.31,0.58,-0.215410620929,-0.17372331464,-1.02760302322e-15,-3.1646543559e-15,-2.06513720085e-15,6.70436193724e-16
0.32,0.58,-0.224479050442,-0.170758452093,-9.63126358472e-17,-2.96464945651e-16,-2.05612460002e-16,6.67942395709e-17
0.33,0.58,-0.233529710407,-0.167812991284,-7.38927790232e-18,-2.27426855708e-17,-1.67061106976e-17,5.42788982146e-18
0.34,0.58,-0.242576126459,-0.164872423522,-4.64133243409e-19,-1.42846763793e-18,-1.10792455618e-18,3.59982527219e-19
0.35,0.58,-0.251621529221,-0.161933085945,-2.38682116865e-20,-7.34589543548e-20,-5.9989418778e-20,1.94916927965e-20
0.36,0.58,-0.260666690063,-0.15899405685,-1.00493297668e-21,-3.09286720802e-21,-2.65267249414e-21,8.61905008664e-22
0.37,0.58,-0.269711793148,-0.156055104931,-3.46413778387e-23,-1.06615210868e-22,-9.58161527555e-23,3.11325506988e-23
0.38,0.58,-0.278756882448,-0.153116172264,-9.7767443413e-25,-3.00897259496e-24,-2.82766917483e-24,9.18765377707e-25
0.39,0.58,-0.287801968567,-0.150177243727,-2.25909478218e-26,-6.9527788174e-26,-6.81915695719e-26,2.21567840469e-26
0.4,0.58,-0.296847057853,-0.147238287599,-4.27381688204e-28,-1.31534519035e-27,-1.34404246526e-27,4.36705998659e-28
0.41,0.58,-0.305892280756,-0.144298096678,-6.61980869135e-30,-2.03734143487e-29,-2.16539435887e-29,7.03588052838e-30
0.42,0.58,-0.314941735208,-0.141304929924,-8.40063758028e-32,-2.58403824158e-31,-2.85247042798e-31,9.27308675234e-32
0.43,0.58,-0.324107776375,-0.136065745115,-8.98094250844e-34,-2.70170629249e-33,-3.09203888775e-33,1.02658314461e-33
0.44,0.58,-0.334790823041,-0.0670596064036,-1.69932310165e-35,-2.97656013349e-35,-3.47538835544e-35,1.94004990178e-35
0.45,0.58,-0.341826256009,0.0666866811045,-2.88787709074e-36,-2.21939756201e-36,-2.52903517441e-36,3.27617975602e-36
0.46,0.58,-0.345275989729,0.0806889127148,-6.87499164566e-37,-5.00188164419e-37,-5.79386682605e-37,7.96251732645e-37
0.47,0.58,-0.348724561515,0.0856741647354,-1.36321610408e-37,-9.90465583877e-38,-1.17222160134e-37,1.61336838919e-37
0.48,0.58,-0.352167969435,0.0904522403591,-2.21424085665e-38,-1.60855439617e-38,-1.94452018323e-38,2.67670733972e-38
0.49,0.58,-0.3544452144,0.0969318524281,-2.97921252336e-39,-2.13890184786e-39,-2.6398825107e-39,3.67558302874e-39
0.5,0.58,-0.295465594121,0.188240764278,-7.16163808697e-40,-2.32856024028e-40,-2.93301910755e-40,8.75985384344e-40
0.51,0.58,-0.233021152257,0.274991693355,-3.66295249043e-39,-2.07550872879e-41,-2.6669174541e-41,4.37493194917e-39
0.52,0.58,-0.23177527107,0.276630486018,-2.73343531064e-38,-1.5047002032e-42,-1.97262690233e-42,3.26281996821e-38
0.53,0.58,-0.231757476121,0.276648184671,-1.6829475545e-37,2.5069627292e-42,2.95322059438e-42,2.00886898467e-37
0.54,0.58,-0.231537422228,0.276731770265,-8.49141050675e-37,5.56770223716e-40,6.44816290252e-40,1.01355949118e-36
0.55,0.58,-0.222762327411,0.279908482859,-3.63600116641e-36,9.77128189609e-38,1.1068686068e-37,4.33196517187e-36
0.56,0.58,-0.101277273796,0.321599328806,-3.1156466138e-35,1.403992334e-35,1.55480324767e-35,3.55236322441e-35
0.57,0.58,-0.0423024449731,0.338392572168,-2.30604164633e-33,1.65165384681e-33,1.78717908112e-33,2.49891565704e-33
0.58,0.58,-0.043601759238,0.334340808345,-2.19028405755e-31,1.59079579209e-31,1.68098238497e-31,2.31455885134e-31
0.59,0.58,-0.0470063134073,0.329600991395,-1.72660643669e-29,1.25444301491e-29,1.29374627746e-29,1.78070539971e-29
0.6,0.58,-0.0504600653519,0.324846042693,-1.11472460108e-27,8.09894678805e-28,8.14729538489e-28,1.12137925495e-27
0.61,0.58,-0.0539149530381,0.320090767186,-5.89231855459e-26,4.28102001737e-26,4.198003469e-26,5.77805608381e-26
0.62,0.58,-0.0573698654012,0.315335484467,-2.55003436197e-24,1.85270844386e-24,1.76979367193e-24,2.43591197168e-24
0.63,0.58,-0.0608247720963,0.310580200758,-9.03539115314e-23,6.56459640779e-23,6.10432113877e-23,8.40187666105e-23
0.64,0.58,-0.0642796533298,0.30582491378,-2.62113271878e-21,1.90436497242e-21,1.72254323515e-21,2.3708766806e-21
0.65,0.58,-0.0677344312037,0.301069614213,-6.22547176503e-20,4.52307577105e-20,3.97651678762e-20,5.47319931971e-20
0.66,0.58,-0.0711887901647,0.29631426647,-1.21058989256e-18,8.7954974622e-19,7.5095970399e-19,1.03360233654e-18
0.67,0.58,-0.0746414532208,0.291558736021,-1.92736809594e-17,1.40034626676e-17,1.16009786991e-17,1.59670600963e-17
0.68,0.58,-0.0780872593711,0.286802520277,-2.51235317843e-16,1.82550274722e-16,1.46599594798e-16,2.01760678461e-16
0.69,0.58,-0.0815053852372,0.28204376984,-2.68144190869e-15,1.94894739358e-15,1.51560238312e-15,2.08535995756e-15
0.7,0.58,-0.0848120593631,0.277275819557,-2.34382519227e-14,1.70569141174e-14,1.28276797593e-14,1.76321986651e-14
0.71,0.58,-0.0876729129313,0.272475427319,-1.67941762707e-13,1.2285664606e-13,8.9143819969e-14,1.22036587225e-13
0.72,0.58,-0.0887903130906,0.267566847022,-9.90295806236e-13,7.40094761858e-13,5.14628611842e-13,6.93313534672e-13
0.73,0.58,-0.0836570390687,0.262346750269,-4.88271035619e-12,3.96131388742e-12,2.57712432882e-12,3.26895637409e-12
0.74,0.58,-0.0622420031511,0.25658057899,-2.13730072735e-11,2.23334757877e-11,1.27234602383e-11,1.33226032895e-11
0.75,0.58,-0.0263024462375,0.250988625641,-9.83660056578e-11,1.63088861136e-10,7.5722154954e-11,5.29879598578e-11
0.76,0.58,-0.00509979921728,0.246844287199,-5.85877431294e-10,1.43562785027e-09,5.51037647735e-10,2.50713351063e-10
0.77,0.58,-0.00365869134242,0.243650674344,-4.21361378774e-09,1.21762989246e-08,4.00899194732e-09,1.45049949523e-09
0.78,0.58,-0.0100148305163,0.24068855972,-2.9240114935e-08,8.8594899396e-08,2.52026551685e-08,8.43823307212e-09
0.79,0.58,-0.0184315514865,0.2377548582,-1.74155965814e-07,5.33979370525e-07,1.29472207242e-07,4.2411645223e-08
0.8,0.58,-0.0273335447893,0.234819802698,-8.59360440058e-07,2.64245370053e-06,5.31621329503e-07,1.73120857032e-07
0.81,0.58,-0.0363463282581,0.2318824265,-3.48168216962e-06,1.07132061137e-05,1.71504267894e-06,5.5760641343e-07
0.82,0.58,-0.0453841569333,0.228944019522,-1.1556457384e-05,3.55652877888e-05,4.23352681746e-06,1.37582276328e-06
0.83,0.58,-0.0544276188223,0.22600525284,-3.14077429675e-05,9.66619053087e-05,7.53920859195e-06,2.44980053462e-06
0.84,0.58,-0.0634723424001,0.223066373178,-6.98795832288e-05,0.000215066611582,7.94862365384e-06,2.58274587741e-06
0.85,0.58,-0.0725173473167,0.220127460073,-0.000127277481951,0.000391719536227,-1.59709302642e-06,-5.18893792722e-07
0.86,0.58,-0.0815624146601,0.217188537439,-0.000189792614422,0.000584121507072,-2.63514593283e-05,-8.5620971459e-06
0.87,0.58,-0.0906074957776,0.21424961216,-0.000231745198445,0.000713238353553,-6.14446078632e-05,-1.99645603453e-05
0.88,0.58,-0.099652579914,0.21131068616,-0.000231745189211,0.000713238346843,-9.07129022276e-05,-2.94744079816e-05
0.89,0.58,-0.108697664707,0.208371759968,-0.000189792573386,0.000584121477257,-9.82611118123e-05,-3.19269704846e-05
0.9,0.58,-0.117742749641,0.205432833725,-0.000127277365236,0.000391719451428,-8.19696916841e-05,-2.66335673053e-05
0.91,0.58,-0.126787834605,0.202493907468,-6.98793147303e-05,0.000215066416507,-5.38293816658e-05,-1.74902263373e-05
0.92,0.58,-0.135832919575,0.199554981208,-3.14072376132e-05,9.66615381473e-05,-2.81601815466e-05,-9.14979763381e-06
0.93,0.58,-0.144878004546,0.196616054947,-1.15556786771e-05,3.55647220251e-05,-1.18204140446e-05,-3.84068534069e-06
0.94,0.58,-0.153923089518,0.193677128685,-3.48069976093e-06,1.0712492352e-05,-4.00003650156e-06,-1.29969064501e-06
0.95,0.58,-0.16296817449,0.190738202424,-8.58345707922e-07,2.64171645448e-06,-1.09481981266e-06,-3.55728520959e-07
0.96,0.58,-0.172013259462,0.187799276162,-1.73297838482e-07,5.33355904524e-07,-2.42928040988e-07,-7.89321052841e-08
0.97,0.58,-0.181058344434,0.184860349901,-2.86459689612e-08,8.81632270782e-08,-4.37736224796e-08,-1.42229121191e-08
0.98,0.58,-0.190103429406,0.181921423639,-3.87681099334e-09,1.19315973709e-08,-6.41373903167e-09,-2.08395013789e-09
0.99,0.58,-0.199148514378,0.178982497378,-4.29562912774e-10,1.32205870483e-09,-7.64914269538e-10,-2.48535712103e-10
0.0,0.59,0.158231852905,-0.192277126595,7.16349995182e-12,-2.20469858703e-11,8.66330260511e-12,2.81487765083e-12
0.01,0.59,0.149186767933,-0.195216052856,7.89645234323e-11,-2.43027813788e-10,8.55242765865e-11,2.7788521969e-11
0.02,0.59,0.140141682961,-0.198154979117,7.12655886819e-10,-2.19332929054e-09,6.81852768008e-10,2.21547394256e-10
0.03,0.59,0.131096597989,-0.201093905379,5.26585416059e-09,-1.62066326592e-08,4.37319637449e-09,1.42093763756e-09
0.04,0.59,0.122051513017,-0.204032831641,3.18565553933e-08,-9.80443960859e-08,2.2432963161e-08,7.28891157575e-09
0.05,0.59,0.113006428044,-0.206971757903,1.57786413931e-07,-4.85616648562e-07,9.11834386403e-08,2.96272951821e-08
0.06,0.59,0.103961343067,-0.209910684166,6.39853320437e-07,-1.9692660308e-06,2.88955472092e-07,9.38873241811e-08
0.07,0.59,0.0949162580742,-0.212849610435,2.12436595623e-06,-6.5381261344e-06,6.9105896332e-07,2.24538667996e-07
0.08,0.59,0.0858711730151,-0.21578853672,5.77447912738e-06,-1.77720193912e-05,1.14915676863e-06,3.73383663722e-07
0.09,0.59,0.0768260876777,-0.218727463057,1.28507086209e-05,-3.95504147838e-05,9.34387764917e-07,3.03600952735e-07
0.1,0.59,0.067781001175,-0.221666389536,2.34138011644e-05,-7.20602735945e-05,-1.25460852216e-06,-4.07647251935e-07
0.11,0.59,0.0587359097905,-0.224605316293,3.49264939057e-05,-0.000107492715351,-6.28255222852e-06,-2.04132614421e-06
0.12,0.59,0.0496907979573,-0.22754424288,4.26570147217e-05,-0.000131284894512,-1.30604859777e-05,-4.24361381901e-06
0.13,0.59,0.0406456004755,-0.230483163185,4.26569615942e-05,-0.000131285058021,-1.8447847825e-05,-5.99408299696e-06
0.14,0.59,0.0316000442778,-0.233422033839,3.49262578312e-05,-0.000107493441914,-1.95156521797e-05,-6.3410477541e-06
0.15,0.59,0.022552985745,-0.236360598793,2.34131297105e-05,-7.20623401171e-05,-1.60398203913e-05,-5.21167696808e-06
0.16,0.59,0.0134996357921,-0.239297474169,1.28491639755e-05,-3.95551687132e-05,-1.04265995248e-05,-3.38773456192e-06
0.17,0.59,0.00441994977738,-0.242225562868,5.77157187472e-06,-1.77809669948e-05,-5.4150199728e-06,-1.75907067191e-06
0.18,0.59,-0.00476977580524,-0.24510976968,2.11988613367e-06,-6.55191361054e-06,-2.26166652663e-06,-7.33912994924e-07
0.19,0.59,-0.0144157006021,-0.247782213793,6.34201621999e-07,-1.98666017004e-06,-7.64131606225e-07,-2.46622832853e-07
0.2,0.59,-0.0258928047255,-0.249482860993,1.51948761956e-07,-5.03583093942e-07,-2.11104964162e-07,-6.63999082259e-08
0.21,0.59,-0.0438357994667,-0.247290984462,2.69198350834e-08,-1.13238058911e-07,-4.94399910897e-08,-1.38049428538e-08
0.22,0.59,-0.0763172509415,-0.234954570899,1.8477920416e-09,-2.67263461719e-08,-1.11014268097e-08,-1.76241304545e-09
0.23,0.59,-0.115850038153,-0.214750896131,-1.22493678376e-09,-8.15662635452e-09,-3.06209591821e-09,2.09765661395e-10
0.24,0.59,-0.141894605206,-0.200672490859,-8.20297218047e-10,-3.01067087115e-09,-1.11781630442e-09,2.69720518892e-10
0.25,0.59,-0.156376922469,-0.193785791102,-3.3454112205e-10,-1.07370567558e-09,-4.27200975791e-10,1.29737776006e-10
0.26,0.59,-0.16682705615,-0.189733373233,-1.05773675627e-10,-3.28812917204e-10,-1.43092230359e-10,4.57762868451e-11
0.27,0.59,-0.176214208528,-0.186500992463,-2.70448380731e-11,-8.34346068956e-11,-3.96569067591e-11,1.28390419059e-11
0.28,0.59,-0.185341344626,-0.18348633064,-5.64504969655e-12,-1.7383591811e-11,-8.97207231355e-12,2.91276724916e-12
0.29,0.59,-0.194406040704,-0.180528026376,-9.64031554367e-13,-2.96738821341e-12,-1.65315192231e-12,5.37036944494e-13
0.3,0.59,-0.203455808927,-0.177584167789,-1.34767142372e-13,-4.14784103879e-13,-2.48094841346e-13,8.0607227263e-14
0.31,0.59,-0.212502012059,-0.174643991144,-1.54241326503e-14,-4.74709676878e-14,-3.03416799881e-14,9.85850416472e-15
0.32,0.59,-0.221547363986,-0.171704748989,-1.44528832628e-15,-4.44814833311e-15,-3.0256213423e-15,9.83081502324e-16
0.33,0.59,-0.230592512692,-0.168765743164,-1.10878761107e-16,-3.41249888691e-16,-2.46120869772e-16,7.99694710788e-17
0.34,0.59,-0.23963761288,-0.165826796917,-6.96439034885e-18,-2.14341917876e-17,-1.63386262271e-17,5.30874073314e-18
0.35,0.59,-0.248682701484,-0.162887865648,-3.58145000636e-19,-1.10225700018e-18,-8.85448630273e-19,2.87699690554e-19
0.36,0.59,-0.257727787323,-0.159948938134,-1.50791121658e-20,-4.64087355472e-20,-3.91847908653e-20,1.27319102465e-20
0.37,0.59,-0.266772872504,-0.157010011555,-5.19796978531e-22,-1.5997706057e-21,-1.41639949536e-21,4.60216092963e-22
0.38,0.59,-0.275817957571,-0.154071084978,-1.46700918826e-23,-4.51499001762e-23,-4.18274275028e-23,1.3590555067e-23
0.39,0.59,-0.284863044213,-0.15113214852,-3.38979222626e-25,-1.0432706599e-24,-1.00931030369e-24,3.27944832001e-25
0.4,0.59,-0.293908187127,-0.148192785413,-6.41293631904e-27,-1.97368975479e-26,-1.99043436167e-26,6.46734198936e-27
0.41,0.59,-0.302955200541,-0.145235112207,-9.93546328127e-29,-3.05722193307e-28,-3.20860494887e-28,1.04273295539e-28
0.42,0.59,-0.312059289992,-0.141494991085,-1.2733652447e-30,-3.88670265702e-30,-4.23797837815e-30,1.38773037262e-30
0.43,0.59,-0.322414133557,-0.109346842965,-1.91454961267e-32,-4.46584843692e-32,-5.01629043044e-32,2.11525211087e-32
0.44,0.59,-0.333192406211,0.0412828314818,-2.30423853129e-33,-1.93550537443e-33,-2.11010161025e-33,2.48244599123e-33
0.45,0.59,-0.337065708481,0.0689919342419,-6.49771427758e-34,-4.73905673218e-34,-5.20562623671e-34,7.13454247533e-34
0.46,0.59,-0.340514731124,0.0743641725153,-1.5724888299e-34,-1.14258365071e-34,-1.28340397042e-34,1.76627503753e-34
0.47,0.59,-0.343969005059,0.0791343093254,-3.1192449872e-35,-2.26626641779e-35,-2.60301905717e-35,3.58274379298e-35
0.48,0.59,-0.347413124231,0.0839069546206,-5.06656504294e-36,-3.68064730678e-36,-4.32091315489e-36,5.9479039307e-36
0.49,0.59,-0.349735575196,0.0903536083087,-6.81695364729e-37,-4.8941773682e-37,-5.8696661207e-37,8.17174463495e-37
0.5,0.59,-0.293086471478,0.179969298099,-1.63870669634e-37,-5.32814868922e-38,-6.52526482839e-38,1.93974308693e-37
0.51,0.59,-0.232975398639,0.265024936152,-8.3814689284e-37,-4.74912968538e-39,-5.93659828216e-39,9.64949969126e-37
0.52,0.59,-0.231774943551,0.266630762079,-6.25456997841e-36,-3.46422685347e-40,-4.41842838743e-40,7.19602747071e-36
0.53,0.59,-0.231762521748,0.266646194434,-3.85079872892e-35,1.82682882809e-41,1.78318981682e-41,4.43039676987e-35
0.54,0.59,-0.231748303665,0.266652062971,-1.94134311561e-34,8.35344011541e-39,9.38264290751e-39,2.23353854401e-34
0.55,0.59,-0.231161184152,0.266880307924,-8.03224334637e-34,1.4661894806e-36,1.6096856612e-36,9.24014293499e-34
0.56,0.59,-0.209507622904,0.274908655979,-2.99736787124e-33,2.10670295468e-34,2.25945713624e-34,3.42589399724e-33
0.57,0.59,-0.0730464646076,0.32262262102,-4.16015349366e-32,2.47832125211e-32,2.59516701171e-32,4.43371813785e-32
0.58,0.59,-0.0490687711798,0.327557049595,-3.30239463033e-30,2.38700320088e-30,2.43900557689e-30,3.3765234618e-30
0.59,0.59,-0.05177809003,0.323050705592,-2.59108229359e-28,1.88230287389e-28,1.87557199604e-28,2.58186539397e-28
0.6,0.59,-0.0552157285765,0.318300845689,-1.67265861849e-26,1.21525415013e-26,1.18008787769e-26,1.62425711596e-26
0.61,0.59,-0.0586702450503,0.313545679918,-8.84147681708e-25,6.42370848681e-25,6.07490825803e-25,8.36139457773e-25
0.62,0.59,-0.0621251508637,0.308790399829,-3.82634917178e-23,2.78000539649e-23,2.55854906774e-23,3.52154068568e-23
0.63,0.59,-0.0655800655777,0.30403511729,-1.35576842949e-21,9.8502342299e-22,8.81574389209e-22,1.21338304985e-21
0.64,0.59,-0.0690349801854,0.299279834668,-3.9330325356e-20,2.85751541175e-20,2.48494280937e-20,3.4202303439e-20
0.65,0.59,-0.0724898935261,0.294524551934,-9.34137197969e-19,6.7869041187e-19,5.72987829724e-19,7.88650077813e-19
0.66,0.59,-0.0759448017114,0.289769268783,-1.81649790888e-17,1.31976306879e-17,1.08074549293e-17,1.48751846691e-17
0.67,0.59,-0.0793996890165,0.285013984123,-2.89201314763e-16,2.10117111653e-16,1.66734660963e-16,2.29490515962e-16
0.68,0.59,-0.0828544918574,0.280258694114,-3.76970023156e-15,2.73885066575e-15,2.10390409506e-15,2.89577262878e-15
0.69,0.59,-0.0863089534558,0.275503385773,-4.02304458283e-14,2.92292697159e-14,2.17117472352e-14,2.98835332812e-14
0.7,0.59,-0.0897620382871,0.270748017726,-3.51516355893e-13,2.55396701974e-13,1.83232937845e-13,2.52194287738e-13
0.71,0.59,-0.0932095768885,0.265992471114,-2.51468657804e-12,1.82718016359e-12,1.26453877417e-12,1.74037066875e-12
0.72,0.59,-0.0966348137477,0.261236476263,-1.47295896285e-11,1.07054370669e-11,7.1368352078e-12,9.82033757956e-12
0.73,0.59,-0.0999706238847,0.256479859731,-7.06566557669e-11,5.14106628787e-11,3.29564371682e-11,4.53112180326e-11
0.74,0.59,-0.102950130719,0.251725884861,-2.77802313573e-10,2.03078370646e-10,1.2480037934e-10,1.71030404264e-10
0.75,0.59,-0.104539371825,0.247004296835,-8.98375319137e-10,6.69445664152e-10,3.91069937239e-10,5.29209033578e-10
0.76,0.59,-0.101115905934,0.24249078979,-2.42398727329e-09,1.94563343824e-09,1.04829271023e-09,1.35348412417e-09
0.77,0.59,-0.0841945340888,0.238863022355,-5.76198526079e-09,5.85147478261e-09,2.66006792778e-09,2.94877997591e-09
0.78,0.59,-0.0536357380421,0.236970175163,-1.41483602731e-08,2.25832529347e-08,7.67895466951e-09,5.99948378261e-09
0.79,0.59,-0.0345881977895,0.235615357314,-4.45349674881e-08,1.06790594923e-07,2.68701189357e-08,1.35426363398e-08
0.8,0.59,-0.0335955150524,0.233485522639,-1.72032531933e-07,4.93662877101e-07,9.57482090737e-08,3.65056577187e-08
0.81,0.59,-0.0400526218568,0.230818644368,-6.50620256788e-07,1.96774478011e-06,2.91856789946e-07,9.97677378381e-08
0.82,0.59,-0.0484958857755,0.227959152086,-2.12285587547e-06,6.506006514e-06,6.90273751181e-07,2.2797104154e-07
0.83,0.59,-0.0574050827197,0.225042270025,-5.74619617415e-06,1.76671448868e-05,1.14415545554e-06,3.74004798812e-07
0.84,0.59,-0.0664198078566,0.222109315008,-1.27749206785e-05,3.93076902599e-05,9.29644932317e-07,3.03175338119e-07
0.85,0.59,-0.0754581536981,0.219171981683,-2.3270128917e-05,7.16139718562e-05,-1.24638720963e-06,-4.0452449889e-07
0.86,0.59,-0.0845017518952,0.216233475574,-3.47101894441e-05,0.000106825510949,-6.24339112763e-06,-2.02845212367e-06
0.87,0.59,-0.0935465111043,0.213294659131,-4.23922663343e-05,0.000130469552227,-1.29793352935e-05,-4.21720186854e-06
0.88,0.59,-0.102591525277,0.210355761357,-4.23921277639e-05,0.000130469451549,-1.83332793979e-05,-5.95683491002e-06
0.89,0.59,-0.111636595012,0.207416842439,-3.47095736991e-05,0.000106825063584,-1.93944798468e-05,-6.30164697168e-06
0.9,0.59,-0.120681676744,0.204477918059,-2.32683775871e-05,7.16126994406e-05,-1.59402310428e-05,-5.17929480999e-06
0.91,0.59,-0.129726761038,0.201538992278,-1.27708918337e-05,3.93047631328e-05,-1.03617272311e-05,-3.36672923924e-06
0.92,0.59,-0.13877184587,0.198600066139,-5.73861328789e-06,1.76616355974e-05,-5.38081177231e-06,-1.74833172422e-06
0.93,0.59,-0.147816930814,0.195661139908,-2.11117130969e-06,6.49751718003e-06,-2.24617084923e-06,-7.29825149848e-07
0.94,0.59,-0.156862015781,0.192722213654,-6.35879127803e-07,1.95703472299e-06,-7.56849074262e-07,-2.45915171293e-07
0.95,0.59,-0.165907100752,0.189783287395,-1.56806386784e-07,4.82600435113e-07,-2.06441193629e-07,-6.70768099234e-08
0.96,0.59,-0.174952185724,0.186844361134,-3.16586911504e-08,9.74354325614e-08,-4.56781336035e-08,-1.48417252949e-08
0.97,0.59,-0.183997270695,0.183905434873,-5.23314741513e-09,1.61059716471e-08,-8.21146721086e-09,-2.66806743178e-09
0.98,0.59,-0.193042355667,0.180966508611,-7.08229510017e-10,2.17970630352e-09,-1.20074722529e-09,-3.90146423695e-10
0.99,0.59,-0.202087440639,0.17802758235,-7.84740669003e-11,2.41518343794e-10,-1.42957479284e-10,-4.64497007431e-11
0.0,0.6,0.155292926643,-0.193232041623,1.07143479664e-12,-3.29753723478e-12,1.25179104548e-12,4.06731566243e-13
0.01,0.6,0.146247841671,-0.196170967884,1.18106147428e-11,-3.63493345581e-11,1.2307090171e-11,3.99881599981e-12
