m1,m2,dm1,dm2,v1,v2,a1,a2
0.9,0.07,-0.0773679145632,0.268828131473,1.07338609404e-24,3.30354271066e-24,-2.23293978794e-24,7.25526117605e-25
0.91,0.07,-0.086412999535,0.271767057734,1.40639652405e-25,4.32844342881e-25,-3.1033145897e-25,1.0083280338e-25
0.92,0.07,-0.0954580845069,0.274705983996,1.50869241785e-26,4.64327781706e-26,-3.51957833022e-26,1.14358032192e-26
0.93,0.07,-0.104503169479,0.277644910257,1.32505753089e-27,4.07810774863e-27,-3.25853094848e-27,1.05876088594e-27
0.94,0.07,-0.113548254451,0.280583836519,9.52817807792e-29,2.93247168097e-28,-2.46346948112e-28,8.00429755485e-29
0.95,0.07,-0.122593339423,0.28352276278,5.60952515103e-30,1.72643432087e-29,-1.5211641927e-29,4.94256207413e-30
0.96,0.07,-0.131638424394,0.286461689041,2.70385524596e-31,8.32161077739e-31,-7.67366908817e-31,2.49332622912e-31
0.97,0.07,-0.140683509366,0.289400615303,1.06704289633e-32,3.28402035549e-32,-3.16308055243e-32,1.02774717226e-32
0.98,0.07,-0.149728594338,0.292339541564,3.4476361354e-34,1.06107329761e-33,-1.0655393854e-33,3.46214733428e-34
0.99,0.07,-0.15877367931,0.295278467826,9.12015192012e-36,2.80689414211e-35,-2.93389153155e-35,9.5327914521e-36
0.0,0.08,0.350336246938,0.0878981422813,3.08283071981e-35,-2.23980762458e-35,2.67731511658e-35,3.68500812186e-35
0.01,0.08,0.34688133191,0.0831428596999,1.42340316009e-33,-1.0341629303e-33,1.20994075466e-33,1.66534057956e-33
0.02,0.08,0.343426416881,0.0783875771184,5.38080529023e-32,-3.90938387827e-32,4.47471834049e-32,6.15892142305e-32
0.03,0.08,0.339971501853,0.0736322945369,1.66535847635e-30,-1.20995375744e-30,1.35423844274e-30,1.86394930859e-30
0.04,0.08,0.336516586825,0.0688770119554,4.21996928913e-29,-3.06598715543e-29,3.35384223986e-29,4.61616782306e-29
0.05,0.08,0.333061671797,0.064121729374,8.75491537476e-28,-6.36081834885e-28,6.79669396476e-28,9.35484669207e-28
0.06,0.08,0.329606756769,0.0593664467925,1.48708474429e-26,-1.08043030947e-26,1.12706554694e-26,1.55127264199e-26
0.07,0.08,0.326151841741,0.054611164211,2.06804787167e-25,-1.50252472872e-25,1.52927277981e-25,2.1048634056e-25
0.08,0.08,0.322696926713,0.0498558816295,2.35465107815e-24,-1.71075414689e-24,1.69782180931e-24,2.33685124252e-24
0.09,0.08,0.319242011685,0.0451005990481,2.19499551565e-23,-1.5947575909e-23,1.54225666597e-23,2.12273419177e-23
0.1,0.08,0.315787096656,0.0403453164666,1.67525845143e-22,-1.21714651036e-22,1.14620822871e-22,1.57762028309e-22
0.11,0.08,0.312332181628,0.0355900338851,1.04681780649e-21,-7.60557655485e-22,6.96941602938e-22,9.59257821908e-22
0.12,0.08,0.3088772666,0.0308347513037,5.35551806892e-21,-3.89101163657e-21,3.46687010364e-21,4.77173733128e-21
0.13,0.08,0.30542235157,0.0260794687232,2.24322574196e-20,-1.62979890139e-20,1.41080775781e-20,1.94181029113e-20
0.14,0.08,0.301967436462,0.0213241861898,7.69282008179e-20,-5.58916094165e-20,4.69641276419e-20,6.46405762273e-20
0.15,0.08,0.298512518202,0.016568905882,2.15992812582e-19,-1.56927954454e-19,1.27882161507e-19,1.76014698672e-19
0.16,0.08,0.295057472868,0.0118137297828,4.96518241156e-19,-3.60740676801e-19,2.84822262621e-19,3.92024566988e-19
0.17,0.08,0.291597320391,0.00706339132264,9.34583620956e-19,-6.78939414186e-19,5.18836673736e-19,7.14145760677e-19
0.18,0.08,0.287933377737,0.00253519546395,1.44674223406e-18,-1.04618389579e-18,7.72947331893e-19,1.06572781585e-18
0.19,0.08,0.277301883013,0.00673670024172,2.18106301738e-18,-1.31985476096e-18,9.41668837705e-19,1.39571760118e-18
0.2,0.08,0.238024518203,0.0544232938173,1.78825906755e-17,-1.36328093022e-18,9.38076986497e-19,5.66654655068e-18
0.21,0.08,0.231919041142,0.0630980140845,5.77149643725e-16,-1.15288418012e-18,7.64063581035e-19,1.58385369549e-16
0.22,0.08,0.231766156858,0.0633473896386,1.69459777359e-14,-7.98228267879e-19,5.08774305487e-19,4.63268969385e-15
0.23,0.08,0.231762819497,0.0633536465072,4.08437839638e-13,-4.52490672161e-19,2.76932416656e-19,1.11649267057e-13
0.24,0.08,0.231762747362,0.0633538024185,8.06033814883e-12,-2.10006755675e-19,1.23201817539e-19,2.2033442941e-12
0.25,0.08,0.231762745815,0.063353806291,1.30233372808e-10,-7.97991317422e-20,4.47908471622e-20,3.56001128041e-11
0.26,0.08,0.231762745782,0.0633538063869,1.72279035454e-09,-2.48262459112e-20,1.33050972758e-20,4.70935594956e-10
0.27,0.08,0.231762745781,0.0633538063893,1.86587980735e-08,-6.32787086797e-21,3.22966870944e-21,5.10049998166e-09
0.28,0.08,0.231762745781,0.0633538063893,1.65453470399e-07,-1.35830712757e-21,6.4974363332e-22,4.52277482939e-08
0.29,0.08,0.231762745781,0.0633538063893,1.20118078175e-06,-5.12851328003e-22,1.75459881976e-22,3.28350332704e-07
0.3,0.08,0.231762745781,0.0633538063893,7.13965816709e-06,-1.74154354773e-21,4.41192260186e-22,1.95167053134e-06
0.31,0.08,0.231762745781,0.0633538063893,3.47430101372e-05,-8.32514865211e-21,2.08186034227e-21,9.4972206607e-06
0.32,0.08,0.231762745781,0.0633538063893,0.000138397395407,-3.31488865718e-20,8.28726679137e-21,3.78317997737e-05
0.33,0.08,0.231762745781,0.0633538063893,0.000451164690012,-1.08061704457e-19,2.70154289211e-20,0.000123328709817
0.34,0.08,0.231762745781,0.0633538063893,0.00120302458792,-2.8814501652e-19,7.20362542649e-20,0.000328854348733
0.35,0.08,0.231762745781,0.0633538063893,0.00262259153758,-6.28155638168e-19,1.57038909547e-19,0.000716901916009
0.36,0.08,0.231762745781,0.0633538063893,0.00467445574531,-1.11961229544e-18,2.79903073861e-19,0.0012777919215
0.37,0.08,0.231762745781,0.0633538063893,0.00681986623252,-1.63347489057e-18,4.59414812993e-19,0.00186425339172
0.38,0.08,0.231762745781,0.0633538063893,0.00816044476939,-1.95456643125e-18,5.19181710491e-19,0.00223070897882
0.39,0.08,0.231762745781,0.0633538063893,0.00802030306002,-1.92099974757e-18,5.10265770893e-19,0.00219240035984
0.4,0.08,0.231762745781,0.0633538063893,0.00647344897487,-1.55047342298e-18,3.87634836711e-19,0.00176955805232
0.41,0.08,0.231762745781,0.0633538063893,0.00428370893643,-1.02408092617e-18,2.5708961018e-19,0.00117097882005
0.42,0.08,0.231762745781,0.0633538063893,0.00231966334439,-4.4775010851e-19,1.6862673141e-19,0.000634094586314
0.43,0.08,0.231762745781,0.0633538063893,0.00102692538287,4.66074834884e-18,1.28951113474e-18,0.000280716521818
0.44,0.08,0.231762745781,0.0633538063893,0.000371704985776,1.82681613007e-16,4.11295275583e-17,0.000101607899162
0.45,0.08,0.23176274578,0.0633538063924,0.000110060794548,5.5739251344e-15,1.11229011852e-15,3.00858114383e-05
0.46,0.08,0.231762745599,0.0633538067463,2.66711860552e-05,1.39174931109e-13,2.4242711841e-14,7.29073661925e-06
0.47,0.08,0.231762723836,0.0633538475277,5.29097643719e-06,2.84511606634e-12,4.23430818205e-13,1.44632008272e-06
0.48,0.08,0.231760158733,0.063358493708,8.59383815239e-07,4.76189752468e-11,5.87931244983e-12,2.34891970523e-07
0.49,0.08,0.231465436741,0.0638780067112,1.15162354177e-07,6.52531084446e-10,6.40160674137e-11,3.11467343066e-08
0.5,0.08,0.21457549038,0.0929889707832,2.25159474041e-08,7.3208828722e-09,5.32541041916e-10,2.6674676841e-09
0.51,0.08,0.194317494848,0.126728539512,9.36650157133e-08,6.72460426703e-08,3.1862000655e-09,-4.08233661683e-09
0.52,0.08,0.190503554598,0.132091561989,6.96145391093e-07,5.05720444854e-07,1.11358229405e-08,-1.53050270179e-08
0.53,0.08,0.187044800193,0.13685324188,4.28579525181e-06,3.11380900436e-06,-1.04056846326e-08,1.43235177149e-08
0.54,0.08,0.183589844783,0.141608590842,2.160417836e-05,1.56963541893e-05,-4.50537061445e-07,6.2011113052e-07
0.55,0.08,0.180134929332,0.14636387411,8.91513793976e-05,6.47722685558e-05,-3.50189978507e-06,4.81995155406e-06
0.56,0.08,0.1766800143,0.151119156698,0.000301088251687,0.000218753419533,-1.73747764145e-05,2.39143281293e-05
0.57,0.08,0.173225099272,0.15587443928,0.000831829488366,0.000604359499347,-6.33295113027e-05,8.71655943894e-05
0.58,0.08,0.169770184244,0.160629721861,0.00187897232373,0.00136515330214,-0.000177673776592,0.000244546973844
0.59,0.08,0.166315269215,0.165385004443,0.00346988736703,0.00252102073953,-0.000392046025189,0.000539605061063
0.6,0.08,0.162860354187,0.170140287024,0.00524361929168,0.00380971241607,-0.000689071584657,0.000948425671032
0.61,0.08,0.159405439159,0.174895569606,0.00649660111849,0.00472005700007,-0.000973435495368,0.00133981901657
0.62,0.08,0.155950524131,0.179650852187,0.00661011862263,0.0048025322945,-0.0011122441492,0.00153087273811
0.63,0.08,0.152495609103,0.184406134769,0.00552422399286,0.00401358366504,-0.00103131784559,0.00141948723693
0.64,0.08,0.149040694075,0.18916141735,0.00378639986495,0.00275098052992,-0.000776652324059,0.00106897021733
0.65,0.08,0.145585779047,0.193916699932,0.00212435003875,0.00154343064752,-0.000474882543501,0.000653619747222
0.66,0.08,0.142130864019,0.198671982513,0.000974473261789,0.000707996267094,-0.00023579205293,0.000324539918643
0.67,0.08,0.13867594899,0.203427265095,0.000365452154092,0.000265516531899,-9.51618912689e-05,0.00013097910666
0.68,0.08,0.135221033962,0.208182547676,0.000112104575983,8.14487420356e-05,-3.12571270425e-05,4.30217445472e-05
0.69,0.08,0.131766118934,0.212937830258,2.81425124247e-05,2.04467321215e-05,-8.36528768199e-06,1.1513830725e-05
0.7,0.08,0.128311203906,0.217693112839,5.78326166565e-06,4.20178555068e-06,-1.82562290926e-06,2.5127543659e-06
0.71,0.08,0.124856288878,0.222448395421,9.72979743014e-07,7.06911162188e-07,-3.25072330394e-07,4.474236784e-07
0.72,0.08,0.12140137385,0.227203678002,1.34020521769e-07,9.73716086909e-08,-4.72457192794e-08,6.50281538358e-08
0.73,0.08,0.117946458822,0.231958960583,1.51139885272e-08,1.09809554328e-08,-5.60656759144e-09,7.71677826876e-09
0.74,0.08,0.114491543793,0.236714243165,1.39549361918e-09,1.01388546192e-09,-5.43375118833e-10,7.47891689595e-10
0.75,0.08,0.111036628713,0.241469525728,1.05491559202e-10,7.66441042045e-11,-4.30199480067e-11,5.92118786496e-11
0.76,0.08,0.107581711277,0.246224807462,6.52903019402e-12,4.74361836313e-12,-2.78287413781e-12,3.83029761864e-12
0.77,0.08,0.104126683509,0.250980050639,3.30842310437e-13,2.40371569987e-13,-1.47111362283e-13,2.02481319569e-13
0.78,0.08,0.100666536524,0.255733515376,1.37261020889e-14,9.97358724786e-15,-6.35635400572e-15,8.74853879156e-15
0.79,0.08,0.0969713252257,0.26040572568,4.66825428257e-16,3.4059887366e-16,-2.24883378525e-16,3.0910963436e-16
0.8,0.08,0.0839016518869,0.261851505039,1.36847155787e-17,1.16339073098e-17,-7.04028305215e-18,9.10292704415e-18
0.81,0.08,0.0185879690352,0.245404965545,9.91673683459e-19,2.35799509084e-18,-7.81645718396e-19,4.14868659478e-19
0.82,0.08,-0.00173102984177,0.244477094502,5.57561405609e-19,1.70305928715e-18,-5.70955520979e-19,1.88620642455e-19
0.83,0.08,-0.0111049314588,0.247303616639,3.5835200217e-19,1.1026965904e-18,-4.13908749842e-19,1.34536136254e-19
0.84,0.08,-0.0201582676729,0.250239730532,1.90359486886e-19,5.85863791448e-19,-2.43939184942e-19,7.92612788793e-20
0.85,0.08,-0.029203558208,0.253178586912,8.2808970512e-20,2.54859780031e-19,-1.1657555463e-19,3.78777004826e-20
0.86,0.08,-0.0382486482846,0.256117511443,2.94933179124e-20,9.07710987841e-20,-4.52445210139e-20,1.47008360818e-20
0.87,0.08,-0.0472937333829,0.259056437661,8.60024921285e-21,2.64688454165e-20,-1.42794685682e-20,4.63968058994e-21
0.88,0.08,-0.0563388183579,0.261995363922,2.05323919004e-21,6.31922045306e-21,-3.66842052542e-21,1.19194208278e-21
0.89,0.08,-0.0653839033298,0.264934290183,4.01336960766e-22,1.23518815701e-21,-7.67735733047e-22,2.49452461169e-22
0.9,0.08,-0.0744289883017,0.267873216445,6.4227330795e-23,1.97671398625e-22,-1.3097498354e-22,4.2556351866e-23
0.91,0.08,-0.0834740732736,0.270812142706,8.41534050803e-24,2.58997549413e-23,-1.82237210724e-23,5.92124591509e-24
0.92,0.08,-0.0925191582455,0.273751068968,9.02744012867e-25,2.77836038668e-24,-2.06893665789e-24,6.72238270407e-25
0.93,0.08,-0.101564243217,0.276689995229,7.92863898942e-26,2.44018416899e-25,-1.91724487524e-25,6.22950622467e-26
0.94,0.08,-0.110609328189,0.27962892149,5.70129843011e-27,1.75467923189e-26,-1.45065047656e-26,4.71344912183e-27
0.95,0.08,-0.119654413161,0.282567847752,3.35652594606e-28,1.03303246463e-27,-8.96432881168e-28,2.91268699442e-28
0.96,0.08,-0.128699498133,0.285506774013,1.61788387486e-29,4.97933456671e-29,-4.52523983985e-29,1.47033955415e-29
0.97,0.08,-0.137744583105,0.288445700275,6.3847778032e-31,1.96503255334e-30,-1.86646635287e-30,6.06451680403e-31
0.98,0.08,-0.146789668077,0.291384626536,2.06293399699e-32,6.34905800081e-32,-6.29112726045e-32,2.04411115843e-32
0.99,0.08,-0.155834753049,0.294323552798,5.45715113627e-34,1.6795384212e-33,-1.73313497071e-33,5.63129688215e-34
0.0,0.09,0.345580964356,0.0813530573095,1.51027033046e-33,-1.09727562386e-33,1.27330661481e-33,1.75255620384e-33
0.01,0.09,0.342126049328,0.076597774728,6.97321311593e-32,-5.06633588557e-32,5.75061544127e-32,7.91504312495e-32
0.02,0.09,0.3386711343,0.0718424921465,2.63604178185e-30,-1.91519646012e-30,2.1252982732e-30,2.92522211884e-30
0.03,0.09,0.335216219272,0.067087209565,8.15854558685e-29,-5.92753033551e-29,6.42746404718e-29,8.84664530901e-29
0.04,0.09,0.331761304244,0.0623319269836,2.06735140268e-27,-1.50201871438e-27,1.59060698496e-27,2.18928269668e-27
0.05,0.09,0.328306389216,0.0575766444021,4.28900907572e-26,-3.11614749651e-26,3.22090603341e-26,4.43319683192e-26
0.06,0.09,0.324851474187,0.0528213618206,7.28518745365e-25,-5.29299850957e-25,5.33669992795e-25,7.34533729581e-25
0.07,0.09,0.321396559159,0.0480660792391,1.0131309911e-23,-7.36082751471e-24,7.23492019655e-24,9.95801335458e-24
0.08,0.09,0.317941644131,0.0433107966577,1.15353711738e-22,-8.38093773411e-23,8.0250281684e-23,1.10455036823e-22
0.09,0.09,0.314486729103,0.0385555140762,1.07532229437e-21,-7.81267378169e-22,7.28275524763e-22,1.00238526541e-21
0.1,0.09,0.311031814075,0.0338002314947,8.20704529373e-21,-5.96276743516e-21,5.40709969776e-21,7.44223426618e-21
0.11,0.09,0.307576899047,0.0290449489132,5.12833177757e-20,-3.72595113413e-20,3.28423561138e-20,4.52036251807e-20
0.12,0.09,0.304121984019,0.0242896663318,2.62365364135e-19,-1.9061959492e-19,1.63187036284e-19,2.24607686397e-19
0.13,0.09,0.30066706899,0.0195343837503,1.09895015017e-18,-7.98434020255e-19,6.6327982646e-19,9.12926361353e-19
0.14,0.09,0.297212153957,0.0147791011718,3.76869149407e-18,-2.73811464511e-18,2.20518006077e-18,3.03516996711e-18
0.15,0.09,0.293757238732,0.0100238187284,1.05814281541e-17,-7.68785753003e-18,5.99655112058e-18,8.25354455735e-18
0.16,0.09,0.290302315802,0.00526854266266,2.43242334033e-17,-1.76725870045e-17,1.33364655637e-17,1.83560710431e-17
0.17,0.09,0.286847084623,0.000513564469238,4.57802492939e-17,-3.32610560429e-17,2.42566189464e-17,3.33864484522e-17
0.18,0.09,0.283379574108,-0.00422761647097,7.05645128468e-17,-5.12522626641e-17,3.60774093215e-17,4.96613182635e-17
0.19,0.09,0.279430250322,-0.00834069297638,9.01667145978e-17,-6.46593234322e-17,4.3875027827e-17,6.06583213277e-17
0.2,0.09,0.262549824387,0.00715492845296,1.43345363069e-16,-6.67867595764e-17,4.36248013511e-17,7.18820139815e-17
0.21,0.09,0.233801216418,0.0498038749541,1.92678226978e-15,-5.64794803844e-17,3.54597296834e-17,4.74472409028e-16
0.22,0.09,0.23180889852,0.0532602841837,5.44906996262e-14,-3.910498433e-17,2.35596715752e-17,1.25642710189e-14
0.23,0.09,0.231763733187,0.0533514676611,1.31217007411e-12,-2.21673941564e-17,1.27930433954e-17,3.02083585028e-13
0.24,0.09,0.231762766668,0.0533537481718,2.58945403277e-11,-1.02881733833e-17,5.67649276664e-18,5.96115368663e-12
0.25,0.09,0.231762746218,0.0533538049446,4.18385876282e-10,-3.90933619129e-18,2.05782691355e-18,9.63160810564e-11
0.26,0.09,0.23176274579,0.0533538063536,5.53461161841e-09,-1.21621210168e-18,6.09353935636e-19,1.27411588881e-09
0.27,0.09,0.231762745781,0.0533538063884,5.99429826306e-08,-3.09796078868e-19,1.47355852603e-19,1.37993976509e-08
0.28,0.09,0.231762745781,0.0533538063893,5.31533037337e-07,-6.47289945578e-20,2.91221790826e-20,1.22363543235e-07
0.29,0.09,0.231762745781,0.0533538063893,3.85887427225e-06,-1.19542023149e-20,4.91814733353e-21,8.88346529156e-07
0.3,0.09,0.231762745781,0.0533538063893,2.29359888644e-05,-7.03541651852e-21,1.98948508546e-21,5.28006477096e-06
0.31,0.09,0.231762745781,0.0533538063893,0.000111596550801,-2.69057506405e-20,6.74835772587e-21,2.56904997612e-05
0.32,0.09,0.231762745781,0.0533538063893,0.000444322509692,-1.06439394174e-19,2.66114831593e-20,0.000102286918791
0.33,0.09,0.231762745781,0.0533538063893,0.00144631748534,-3.46419103659e-19,8.66048691462e-20,0.000332954905372
0.34,0.09,0.231762745781,0.0533538063893,0.00384294290881,-9.2045079433e-19,2.30112702418e-19,0.000884678990279
0.35,0.09,0.231762745781,0.0533538063893,0.00832202331653,-1.99326727109e-18,4.98316817866e-19,0.0019158023836
0.36,0.09,0.231762745781,0.0533538063893,0.014692108519,-3.51901188949e-18,8.79752972373e-19,0.00338225158117
0.37,0.09,0.231762745781,0.0533538063893,0.0212244600163,-5.08362207125e-18,1.11204232814e-18,0.00488605589569
0.38,0.09,0.231762745781,0.0533538063893,0.0252414285946,-6.04575490659e-18,1.4169738133e-18,0.0058107971136
0.39,0.09,0.231762745781,0.0533538063893,0.0248237999552,-5.94572458995e-18,1.39352988892e-18,0.00571465535669
0.4,0.09,0.231762745781,0.0533538063893,0.0201784000318,-4.83298090617e-18,1.20830137977e-18,0.00464524375957
0.41,0.09,0.231762745781,0.0533538063893,0.0134883670712,-3.22446015859e-18,8.09768156605e-19,0.0031051397963
0.42,0.09,0.231762745781,0.0533538063893,0.00737120648281,-1.41905607015e-18,5.48977363351e-19,0.00169691605186
0.43,0.09,0.231762745781,0.0533538063893,0.00328313177926,1.49768747721e-17,4.69195906665e-18,0.000755805583467
0.44,0.09,0.231762745781,0.0533538063893,0.00119203744703,5.86880840305e-16,1.52628292931e-16,0.000274417421761
0.45,0.09,0.23176274578,0.0533538063927,0.000353395684543,1.79067122394e-14,4.19840202607e-15,8.1354770223e-05
0.46,0.09,0.231762745641,0.053353806777,8.56726584615e-05,4.47111393875e-13,9.3489161186e-14,1.97225932682e-05
0.47,0.09,0.231762728185,0.0533538506895,1.69972896989e-05,9.14017919738e-12,1.6793651235e-12,3.91291919573e-06
0.48,0.09,0.231760606998,0.0533588194178,2.76083293261e-06,1.52980039002e-10,2.42278876676e-11,6.35486012169e-07
0.49,0.09,0.231511192759,0.0539112507969,3.69968734035e-07,2.09631202154e-09,2.78833316824e-10,8.41220224901e-08
0.5,0.09,0.216954603765,0.0847174978366,7.23344064579e-08,2.35189622628e-08,2.53181287117e-09,5.71516627825e-09
0.51,0.09,0.199027133538,0.120150291846,3.00906729543e-07,2.16033558445e-07,1.77770445585e-08,-2.36479887777e-08
0.52,0.09,0.195258390029,0.125546152106,2.23641763767e-06,1.62466366443e-06,9.24869693484e-08,-1.27237551319e-07
0.53,0.09,0.191800078436,0.130308153753,1.37681398416e-05,1.00031278426e-05,3.15752065735e-07,-4.34591859266e-07
0.54,0.09,0.188345127322,0.13506350584,6.93965161559e-05,5.04195197307e-05,3.12793944196e-07,-4.30523754728e-07
0.55,0.09,0.184890211914,0.139818789138,0.000286257362393,0.000207978147711,-3.98437896065e-06,5.48402717274e-06
0.56,0.09,0.181435296881,0.144574071726,0.000965573464455,0.000701530185839,-3.12315541395e-05,4.29865464661e-05
0.57,0.09,0.177980381853,0.149329354308,0.00265940045278,0.00193216752794,-0.000135021209653,0.000185840751846
0.58,0.09,0.174525466825,0.154084636889,0.00597082029476,0.00433805487122,-0.000413165898644,0.000568674073049
0.59,0.09,0.171070551797,0.158839919471,0.0109258390794,0.0079380867453,-0.000957362705222,0.0013176967188
0.6,0.09,0.167615636769,0.163595202052,0.0163448956024,0.011875261771,-0.00173337515271,0.00238578622159
0.61,0.09,0.164160721741,0.168350484634,0.0201077596878,0.0146091425561,-0.00250293652547,0.00344499658174
0.62,0.09,0.160705806713,0.173105767215,0.0204460469901,0.0148549226679,-0.00292178845342,0.00402149680272
0.63,0.09,0.157250891684,0.177861049797,0.0171922244894,0.0124908822426,-0.00277359712408,0.00381752893626
0.64,0.09,0.153795976656,0.182616332378,0.0119008930116,0.00864650489415,-0.00213924253799,0.00294441475279
0.65,0.09,0.150341061628,0.18737161496,0.00674100038136,0.00489762345836,-0.00133593822792,0.00183876122378
0.66,0.09,0.1468861466,0.192126897541,0.00311285833127,0.00226162396132,-0.000674267583577,0.000928049711596
0.67,0.09,0.143431231572,0.196882180123,0.00117154522998,0.000851177433061,-0.000275352295695,0.000378989921555
0.68,0.09,0.139976316544,0.201637462704,0.000359909855255,0.000261489816091,-9.12226241808e-05,0.00012555717066
0.69,0.09,0.136521401516,0.206392745286,9.03953717619e-05,6.56760819198e-05,-2.45772232634e-05,3.38276457551e-05
0.7,0.09,0.133066486488,0.211148027867,1.85785960699e-05,1.34981401554e-05,-5.39359072114e-06,7.42364075499e-06
0.71,0.09,0.129611571459,0.215903310449,3.12576304481e-06,2.27099978453e-06,-9.6504272349e-07,1.32826735709e-06
0.72,0.09,0.126156656431,0.22065859303,4.30552075032e-07,3.12814393032e-07,-1.40861353935e-07,1.9387902085e-07
0.73,0.09,0.122701741403,0.225413875612,4.85549791682e-08,3.52772573125e-08,-1.67801498469e-08,2.30958948721e-08
0.74,0.09,0.119246826358,0.230169158189,4.4831428134e-09,3.25719391457e-09,-1.6319398655e-09,2.24617252619e-09
0.75,0.09,0.115791910525,0.234924440582,3.38900676578e-10,2.46225759154e-10,-1.29610238148e-10,1.7839318827e-10
0.76,0.09,0.112336957562,0.239679713933,2.09750741267e-11,1.52392961453e-11,-8.40826346635e-12,1.15729805043e-11
0.77,0.09,0.108880272276,0.244434552928,1.06287020678e-12,7.72247909357e-13,-4.45656029319e-13,6.13388518378e-13
0.78,0.09,0.105343496401,0.24916882646,4.41155613575e-14,3.21003477881e-14,-1.93112694145e-14,2.65692096667e-14
0.79,0.09,0.098309737194,0.252987167565,1.52756580883e-15,1.17991382636e-15,-7.01350363856e-16,9.4624286156e-16
0.8,0.09,0.0437050106955,0.244114041781,7.68947854796e-17,1.38727548482e-16,-4.56792828394e-17,3.56264304891e-17
0.81,0.09,0.010810186986,0.240709460662,3.50682964334e-17,1.0569938277e-16,-2.98635224541e-17,1.0194850977e-17
0.82,0.09,0.000893267433967,0.243413083019,2.70628701372e-17,8.32493845828e-17,-2.67254632136e-17,8.69313607908e-18
0.83,0.09,-0.00817390161236,0.246345973902,1.75517217663e-17,5.40180107488e-17,-1.95548973308e-17,6.35392162169e-18
0.84,0.09,-0.0172195381347,0.249284747775,9.32561110967e-18,2.87012718593e-17,-1.15678026558e-17,3.7586088687e-18
0.85,0.09,-0.0262646368317,0.252223670207,4.05678830511e-18,1.24855104994e-17,-5.54453074416e-18,1.8015272657e-18
0.86,0.09,-0.0353097221441,0.255162596373,1.44486956668e-18,4.44685127806e-18,-2.15722534599e-18,7.00925004304e-19
0.87,0.09,-0.0443548071244,0.258101522632,4.21323854611e-19,1.29670149115e-18,-6.82257902949e-19,2.2167903058e-19
0.88,0.09,-0.0533998920965,0.261040448894,1.0058762585e-19,3.09576880123e-19,-1.75587225584e-19,5.7051747999e-20
0.89,0.09,-0.0624449770684,0.263979375155,1.96613878428e-20,6.05115296819e-20,-3.68043430003e-20,1.19584559477e-20
0.9,0.09,-0.0714900620402,0.266918301416,3.14647935356e-21,9.68386770653e-21,-6.28731035345e-21,2.04287097017e-21
0.91,0.09,-0.0805351470121,0.269857227678,4.12265227808e-22,1.26882190457e-21,-8.75857481242e-22,2.84583346749e-22
0.92,0.09,-0.089580231984,0.272796153939,4.42251820663e-23,1.36111114774e-22,-9.95418256397e-23,3.23430997493e-23
0.93,0.09,-0.0986253169559,0.275735080201,3.88421853645e-24,1.19543954444e-23,-9.2331382204e-24,3.00002846585e-24
0.94,0.09,-0.107670401928,0.278674006462,2.79305049374e-25,8.59612552307e-25,-6.99208196645e-25,2.27186514857e-25
0.95,0.09,-0.1167154869,0.281612932724,1.64435287256e-26,5.06079776519e-26,-4.32412284166e-26,1.40499268019e-26
0.96,0.09,-0.125760571871,0.284551858985,7.92596881372e-28,2.43936237341e-27,-2.18437777816e-27,7.09747364137e-28
0.97,0.09,-0.134805656843,0.287490785247,3.12788516761e-29,9.62664068651e-29,-9.01541235946e-29,2.92928504525e-29
0.98,0.09,-0.143850741815,0.290429711508,1.01062571789e-30,3.1103861342e-30,-3.04053420795e-30,9.87929451234e-31
0.99,0.09,-0.152895826787,0.29336863777,2.67344340283e-32,8.22801274847e-32,-8.3808739407e-32,2.72311101498e-32
0.0,0.1,0.340825681775,0.0748079723376,6.05760299473e-32,-4.40110619344e-32,4.95352591513e-32,6.81794351218e-32
0.01,0.1,0.337370766747,0.0700526897561,2.79691362547e-30,-2.03207669606e-30,2.23560314439e-30,3.07704374928e-30
0.02,0.1,0.333915851718,0.0652974071746,1.05730042297e-28,-7.68173722169e-29,8.25629557078e-29,1.13638159537e-28
0.03,0.1,0.33046093669,0.0605421245932,3.27234331383e-27,-2.37749658373e-27,2.49502541503e-27,3.43410787236e-27
0.04,0.1,0.327006021662,0.0557868420117,8.29202149805e-26,-6.02450626147e-26,6.16953029723e-26,8.49162995891e-26
0.05,0.1,0.323551106634,0.0510315594302,1.72029561182e-24,-1.24986792273e-24,1.24825664921e-24,1.71807788407e-24
0.06,0.1,0.320096191606,0.0462762768487,2.92204464634e-23,-2.1229897043e-23,2.06641062297e-23,2.84417022173e-23
0.07,0.1,0.316641276578,0.0415209942673,4.06360715823e-22,-2.95238341756e-22,2.7988235516e-22,3.85225013501e-22
0.08,0.1,0.31318636155,0.0367657116858,4.62676764276e-21,-3.36154345967e-21,3.10144848403e-21,4.26877762069e-21
0.09,0.1,0.309731446522,0.0320104291043,4.31305271599e-20,-3.13361622369e-20,2.81168358613e-20,3.86995045403e-20
0.1,0.1,0.306276531493,0.0272551465228,3.29179625307e-19,-2.39162997138e-19,2.08527008705e-19,2.87012804712e-19
0.11,0.1,0.302821616465,0.0224998639414,2.05694287356e-18,-1.49445647532e-18,1.26511987816e-18,1.74128812753e-18
0.12,0.1,0.299366701437,0.0177445813599,1.05233161471e-17,-7.64563671652e-18,6.27844621631e-18,8.64153986078e-18
